data,produto,municipio,tipo,peso,preco
18/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
20/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
24/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
26/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
30/09/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
02/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
04/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
08/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
10/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
14/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
16/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
17/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
21/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
23/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
25/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
30/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
01/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
05/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
07/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
11/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
13/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
18/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
20/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
22/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
26/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
28/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
18/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
22/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
24/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
29/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
31/10/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
04/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
08/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
12/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
14/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
19/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
21/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
25/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
27/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
29/11/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
02/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
04/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
06/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
10/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
12/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
16/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
18/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
20/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
27/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
03/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
07/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
09/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
13/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
15/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
20/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
03/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
05/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
09/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
11/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
13/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
17/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
19/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
26/12/2019,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
02/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
06/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
08/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
10/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
14/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
21/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
22/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
24/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
28/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
30/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
03/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
05/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
07/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
11/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
13/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
19/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
27/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
02/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
04/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
06/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
23/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
27/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
29/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
31/01/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
04/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
10/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
12/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
14/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
18/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
20/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
28/02/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
03/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
05/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
09/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
10/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 90,00"
12/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
16/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
18/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
19/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
23/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
25/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
27/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
31/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
02/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
06/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
08/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
14/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
16/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
20/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
11/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
13/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
17/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
19/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
20/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
24/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
26/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
30/03/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
01/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
03/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
07/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
09/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
15/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
17/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
22/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
23/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
27/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
29/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
04/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
06/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
08/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
12/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
14/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
18/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
20/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
22/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
02/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
04/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
08/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
10/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
24/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
28/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
30/04/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
05/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
07/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
11/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
13/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
15/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 52,50"
19/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
21/05/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
01/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
03/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
05/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 50,00"
09/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
12/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
15/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
19/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
23/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
25/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
29/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
01/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
03/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
07/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
09/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
13/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
15/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
17/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
21/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
23/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
16/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
18/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
22/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
24/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
26/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
30/06/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
02/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
08/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
10/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
14/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
16/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
20/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
22/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
24/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
27/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
29/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
31/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
04/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
06/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
10/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
12/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
14/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
18/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
20/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
24/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
26/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
28/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
01/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
03/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
28/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
30/07/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
03/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
05/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
07/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
11/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
13/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
17/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
19/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
21/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
25/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
27/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
31/08/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
02/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
04/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
08/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
10/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
14/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
16/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
18/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
22/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
24/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
28/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
30/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
02/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
06/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
08/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
13/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
15/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
19/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
09/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
11/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
15/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
17/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
21/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
23/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
25/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
29/09/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 127,50"
01/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
05/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
07/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 165,00"
09/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
14/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
16/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
20/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
21/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
23/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
27/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
29/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
04/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
06/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
10/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
12/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
16/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
18/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
20/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 250,00"
24/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
26/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
30/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
02/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
22/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
26/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
28/10/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
03/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
05/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
09/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
11/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
13/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
17/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
19/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 250,00"
23/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
25/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
27/11/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
01/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
03/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
04/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
08/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
10/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
14/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
16/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
18/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
22/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
28/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
30/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
05/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
07/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
12/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
14/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
18/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
20/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
07/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
09/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
11/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
15/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
17/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
21/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
23/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
29/12/2020,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
04/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
06/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
08/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
13/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
15/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
19/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
21/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
22/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
26/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
28/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
01/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
03/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
05/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
09/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
11/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
17/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
19/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
23/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
25/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
01/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
03/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
05/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
25/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
27/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
29/01/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
02/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
04/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
08/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
10/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
16/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
18/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
22/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
24/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
26/02/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
02/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
04/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
08/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
09/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
11/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
15/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 150,00"
17/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
19/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 135,00"
23/03/2021,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
