data,produto,municipio,tipo,peso,preco
24/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
26/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
31/10/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
03/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
07/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
09/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
11/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
17/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
21/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
23/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
28/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
30/11/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
02/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
05/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
07/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
13/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
15/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
19/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
21/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
23/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
27/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
29/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
02/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
04/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
10/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
12/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
16/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
12/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
14/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
16/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
20/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 120,00"
22/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
26/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
28/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
30/12/2016,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
03/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
05/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
09/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
11/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
13/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
18/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
20/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
24/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 25,00"
26/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 25,00"
30/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 25,00"
02/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 25,00"
06/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
08/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
10/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
14/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
16/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
20/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
22/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
02/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
19/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
23/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
25/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 25,00"
27/01/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 25,00"
01/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 25,00"
03/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 25,00"
07/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
09/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
13/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
15/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
21/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
23/02/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
03/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
07/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
08/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
10/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
14/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
16/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
20/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
22/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
24/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
28/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
30/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
03/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
05/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
07/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
11/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
13/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
19/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
09/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
13/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
15/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
21/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
23/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
27/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
29/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
31/03/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
04/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
06/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
10/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
12/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
18/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
20/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
24/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
26/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
02/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
04/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
08/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
10/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
12/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
16/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
18/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
19/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
23/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
25/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
29/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
31/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
02/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
25/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 93,00"
27/04/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 102,00"
03/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
05/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
09/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
11/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
15/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
17/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
18/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
22/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
24/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
26/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
30/05/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
01/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
05/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
06/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
08/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
12/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
14/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
20/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
22/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
27/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
29/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
03/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
05/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
07/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
11/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
13/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
19/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
07/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
09/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
13/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
19/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
21/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
26/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 100,50"
28/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
30/06/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
04/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
10/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
12/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 60,00"
14/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
18/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
20/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
21/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
25/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
27/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
31/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
02/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
04/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
08/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
10/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
14/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
16/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
18/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
22/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
24/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
28/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
30/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
24/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
26/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
28/07/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
01/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
03/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
07/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
09/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
11/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
15/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
17/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
21/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
23/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 1.875,00"
25/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
29/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
31/08/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
01/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
05/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
11/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
13/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
15/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
19/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
21/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
25/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
27/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
29/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
03/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
05/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
09/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
11/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
17/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
04/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
06/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
12/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 154,50"
14/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
18/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
20/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
22/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
26/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
28/09/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
02/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
04/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 180,00"
06/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
10/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
16/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
18/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
19/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
23/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
25/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
27/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
31/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
06/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
08/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
10/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
14/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
17/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
21/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
23/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
27/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
29/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
01/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
20/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
24/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
26/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
30/10/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
01/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,sem cotação
07/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
09/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
13/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
16/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
20/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
22/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
24/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
28/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
30/11/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
04/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
05/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
07/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
12/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
14/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
18/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
20/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
22/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
27/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
29/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
03/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
05/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
09/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
11/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
15/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
17/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
06/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
11/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
13/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
15/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
19/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
21/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
26/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
28/12/2017,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
02/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
04/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
08/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
10/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
12/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
16/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
18/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
19/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
23/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
25/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
29/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
31/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
02/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
06/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
08/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
16/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
20/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
22/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
26/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
28/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
02/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
06/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 114,00"
22/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
24/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
26/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
30/01/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
01/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
05/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
07/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 247,50"
15/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
19/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
21/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
23/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 112,50"
27/02/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
01/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
05/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 105,00"
07/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 114,00"
08/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 114,00"
12/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 114,00"
14/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 114,00"
16/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
20/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
22/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
26/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
28/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
02/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
04/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
06/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
10/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
12/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
16/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
18/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
09/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 114,00"
13/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 114,00"
15/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
19/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
21/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
23/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
27/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
29/03/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
03/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
05/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
09/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
11/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
13/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
17/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
19/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
20/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
24/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
26/04/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
02/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
04/05/2018,Abacate,SALVADOR,(comum),cx 30 kg,"R$ 97,50"
